,kId,group,make,model,year,imageLink,stockPerformancePoints,maxPerformancePoints,stockDrivetrain,stockIngamePrice,carSource,stockSpeed,stockHandling,stockAcceleration,stockLaunch,stockBraking,stockOffroad,stockTopSpeedKmh,stockLateralGs,stock0To97,stock0To161,stockHorsepower,stockWeightLbs
504,507,EXTREME TRACK TOYS,Pagani,Huayra BC Forza Edition,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_507.jpg?v=1,998,999.0,RWD,2700000,Wheelspin,8.1,10.0,8.0,8.8,10.0,3.7,356.1,1.8,3.228,5.697,1006,2425
505,508,TRACK TOYS,Pontiac,Firebird Trans Am GTA Forza Edition,1987,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_508.jpg?v=1,900,959.0,RWD,500000,Wheelspin,6.9,7.1,5.5,5.8,6.3,3.4,308.8,1.3,7.018,18.528,850,3219
506,509,RALLY MONSTERS,Porsche,911 GT3 RS Forza Edition,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_509.jpg?v=1,900,976.0,AWD,255000,Car Collection,7.0,7.0,10.0,10.0,7.8,8.1,328.0,1.29,3.0,6.9,600,2844
507,510,TRACK TOYS,Volkswagen,Beetle Forza Edition,1963,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_510.jpg?v=1,900,999.0,RWD,500000,Accolade,6.1,8.8,8.0,8.8,10.0,4.4,274.4,1.35,23.0,68.0,329,1543
508,511,EXTREME TRACK TOYS,BMW,X5 M Forza Edition,2011,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_511.jpg?v=1,998,999.0,AWD,500000,Other,8.0,10.0,10.0,10.0,9.4,4.4,357.0,1.8,4.0,10.0,1014,2756
509,512,TRACK TOYS,Dodge,Charger R/T Forza Edition,1969,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_512.jpg?v=1,900,983.0,RWD,70000,Other,6.6,7.9,7.1,7.3,7.3,3.9,296.6,1.67,6.2,12.0,725,3395
510,513,RALLY MONSTERS,Ford,Racing Puma Forza Edition,1999,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_513.jpg?v=1,900,977.0,AWD,500000,Other,5.7,6.3,9.4,6.0,5.8,8.0,255.9,1.23,7.9,21.068,506,2194
511,514,UNLIMITED BUGGIES,Ford,De Luxe Five-Window Coupe Forza Edition,1932,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_514.jpg?v=1,800,,???,294000,Other,6.6,2.9,5.8,6.3,5.8,8.8,280.4,0.95,8.183,16.863,603,2094
512,516,CLASSIC SPORTS CARS,BMW,2002 TURBO,1973,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_516.jpg?v=1,531,962.0,RWD,26000,Barn,4.9,4.3,3.8,1.5,2.8,5.6,219.5,0.81,6.9,18.4,168,2381
513,517,CLASSIC RACERS,Ferrari,250 GTO,1962,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_517.jpg?v=1,612,920.0,RWD,50000000,Barn,6.4,3.9,3.5,2.5,2.8,5.2,281.6,0.83,6.082,13.081,300,2299
514,518,HYPERCARS,RAESR,Tachyon Speed,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_518.jpg?v=1,983,999.0,AWD,1050000,Season Event,8.5,9.1,5.3,5.7,8.9,4.6,390.3,1.35,3.0,5.1,1251,3200
515,519,HYPERCARS,ItalDesign,ZeroUno,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_519.jpg?v=1,869,999.0,AWD,2400000,Season Event,7.6,7.7,9.2,8.9,8.0,4.9,339.4,1.24,2.808,6.162,602,3362
516,520,CULT CARS,Morris,Minor 1000,1953,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_520.jpg?v=1,100,925.0,RWD,20000,Autoshow,2.7,4.0,1.6,2.1,1.9,5.6,125.7,0.73,31.3,,37,1764
517,521,RETRO SPORTS CARS,DeLorean,DMC-12,1982,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_521.jpg?v=1,464,968.0,RWD,15000,Season Event,4.3,4.9,2.8,2.3,3.1,6.0,190.9,0.89,9.484,35.1,130,2844
518,522,CLASSIC MUSCLE,Dodge,Dart Hemi Super Stock,1968,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_522.jpg?v=1,650,968.0,RWD,300000,Barn,4.5,3.6,4.1,4.2,2.9,4.9,197.6,0.83,3.6,9.285,425,3020
519,523,EXTREME TRACK TOYS,Ferrari,F40 Competizionne,1989,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_523.jpg?v=1,947,999.0,RWD,2000000,Barn,8.3,10.0,6.6,1.7,8.5,4.4,367.4,1.77,3.077,6.076,691,2315
520,524,RETRO HOT HATCH,Honda,Civic CRX Mugen,1984,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_524.jpg?v=1,499,970.0,FWD,40000,Season Event,4.8,4.7,3.0,1.8,2.6,4.6,216.8,0.87,7.9,24.0,120,1819
521,525,RETRO MUSCLE,Dodge,Viper GTS ACR,1999,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_525.jpg?v=1,717,960.0,RWD,75000,Barn,6.9,5.5,5.2,4.1,4.0,4.5,305.1,0.97,4.284,9.583,460,3450
522,526,PICK-UP & 4X4'S,GMC,Jimmy,1970,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_526.jpg?v=1,521,944.0,AWD,75000,Barn,4.4,3.4,4.5,3.6,3.1,9.1,196.3,0.87,6.382,18.982,300,4007
523,527,UNLIMITED OFFROAD,Toyota,#1 T100 Baja Truck,1993,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_527.jpg?v=1,693,874.0,RWD,500000,Barn,4.7,3.7,5.9,6.0,4.7,10.0,210.0,0.93,5.221,14.835,360,4000
524,528,TRACK TOYS,Forsberg Racing,Toyota Gumout 2JZ CAMRY Stock Car,2010,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_528.jpg?v=1,900,987.0,RWD,400000,Autoshow,8.3,8.8,4.2,1.7,5.1,3.7,367.4,1.65,3.463,5.946,850,3311
525,529,RETRO SPORTS CARS,Forsberg Racing,"Nissan ""Gold Leader"" Datsun 280Z",-1,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_529.jpg?v=1,791,968.0,RWD,100000,Autoshow,6.7,6.3,6.1,4.1,4.8,4.1,299.2,1.16,4.182,8.463,424,2455
526,530,RARE CLASSICS,Porsche,911 Carrera RS,1973,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_530.jpg?v=1,601,935.0,RWD,350000,Barn,5.2,4.9,5.1,3.7,3.1,5.0,234.5,0.91,7.0,16.48,207,2450
527,531,CULT CARS,Renault,4L Export,1968,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_531.jpg?v=1,100,923.0,FWD,20000,Barn,2.2,3.5,1.5,2.3,2.0,5.8,103.9,0.68,30.11,,27,1310
528,532,DRIFT CARS,Formula Drift,#357 Chevrolet Corvette Z06,2017,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_532.jpg?v=1,835,967.0,RWD,150000,Autoshow,8.9,5.5,5.1,5.4,4.9,4.4,382.9,1.05,3.674,6.274,825,2939
529,533,DRIFT CARS,Formula Drift,#91 BMW M2,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_533.jpg?v=1,839,960.0,RWD,300000,Autoshow,6.7,5.3,5.2,5.6,5.0,3.9,290.3,1.04,3.288,5.765,822,2849
530,534,DRIFT CARS,Formula Drift,#151 Toyota GR Supra,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_534.jpg?v=1,863,950.0,RWD,300000,Autoshow,6.2,5.3,5.5,3.6,5.6,4.1,271.0,1.07,3.076,5.774,1033,3156
531,535,DRIFT CARS,Formula Drift,#411 Toyota Corolla Hatchback,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_535.jpg?v=1,840,928.0,RWD,300000,Autoshow,7.0,5.2,5.0,5.2,5.5,4.2,302.4,1.06,3.576,6.164,1185,3156
532,536,DRIFT CARS,Formula Drift,#34 Toyota Supra MKIV,1995,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_536.jpg?v=1,845,968.0,RWD,300000,Autoshow,7.7,5.6,5.2,3.7,5.6,4.2,334.3,1.04,3.487,5.975,1035,2849
533,537,DRIFT CARS,Formula Drift,#99 Mazda RX-8,2009,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_537.jpg?v=1,829,950.0,RWD,300000,Autoshow,6.7,5.4,4.7,3.2,4.5,4.0,289.7,1.05,3.676,6.563,1000,2824
534,538,SUPER HOT HATCH,Honda,Civic Type R,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_538.jpg?v=1,699,892.0,FWD,38000,Autoshow,6.5,6.0,4.7,4.8,4.3,4.6,286.9,0.94,5.533,12.836,306,3047
535,539,MODERN RALLY,Subaru,STI 209,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_539.jpg?v=1,689,924.0,AWD,70000,Autoshow,6.0,5.9,5.8,3.1,4.4,5.4,265.4,0.94,4.381,11.181,341,3485
536,540,CLASSIC RALLY,Renault,8 Gordini,1967,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_540.jpg?v=1,435,933.0,RWD,65000,Autoshow,4.0,4.4,3.5,2.8,2.9,5.9,180.3,0.8,10.9,45.0,103,1885
537,541,CLASSIC MUSCLE,Mercury,Cyclone Spoiler,1970,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_541.jpg?v=1,491,937.0,RWD,35000,Autoshow,5.8,3.6,3.1,2.8,2.2,4.9,254.4,0.76,6.185,14.3,370,3947
538,542,MODERN SUPERCARS,Ferrari,J50,2017,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_542.jpg?v=1,857,982.0,RWD,2500000,Autoshow,8.4,7.5,6.8,7.4,7.3,4.3,375.4,1.13,2.787,5.63,681,3362
539,543,SUPER GT,Ferrari,Monza SP2,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_543.jpg?v=1,867,977.0,RWD,2000000,Autoshow,8.6,7.3,6.1,6.6,7.1,3.7,381.9,1.13,2.988,5.487,799,3503
540,544,RETRO SUPERCARS,Lamborghini,Espada 400 GT,1973,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_544.jpg?v=1,597,944.0,RWD,110000,Autoshow,5.8,4.7,4.1,3.1,3.0,5.1,256.5,0.85,6.518,15.12,350,3605
541,545,MODERN SUPERCARS,Lamborghini,Huracán EVO,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_545.jpg?v=1,851,999.0,AWD,340000,Autoshow,7.3,7.7,9.3,10.0,7.4,4.6,327.4,1.13,3.1,6.4,630,3422
542,546,CLASSIC RACERS,Jaguar,XJ13,1966,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_546.jpg?v=1,779,959.0,RWD,18000000,Autoshow,7.6,4.9,5.1,4.4,4.0,4.2,337.7,0.99,3.586,8.083,502,2557
543,547,RETRO SUPERCARS,Jaguar,XJ220S TWR,1993,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_547.jpg?v=1,848,996.0,RWD,400000,Autoshow,8.2,6.8,6.4,2.7,6.0,4.6,362.0,1.2,2.885,5.983,680,2379
544,548,EXTREME TRACK TOYS,Ferrari,FXX-K Evo,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_548.jpg?v=1,998,999.0,RWD,3000000,Autoshow,8.1,10.0,8.3,9.1,10.0,4.0,357.3,1.78,2.4,4.483,1036,2800
545,549,MODERN SPORTS CARS,Audi,TT RS,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_549.jpg?v=1,748,963.0,AWD,75000,Autoshow,6.8,6.3,6.7,8.1,4.7,5.2,297.2,0.97,3.4,8.6,400,3307
546,550,HYPERCARS,Lamborghini,Aventador SVJ,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_550.jpg?v=1,889,999.0,AWD,500000,Season Event,8.0,8.6,8.3,7.6,8.2,4.7,358.4,1.28,2.8,5.8,759,3607
547,551,SUPER GT,Ferrari,599 GTO,2010,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_551.jpg?v=1,828,966.0,RWD,350000,Season Event,7.9,7.4,6.0,6.3,7.2,4.5,349.9,1.04,3.35,7.2,661,3538
548,552,HYPERCARS,Lamborghini,Aventador J,2012,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_552.jpg?v=1,839,983.0,AWD,2700000,Season Event,7.9,7.1,7.7,7.0,7.1,5.1,347.8,1.14,2.8,6.1,700,3816
549,553,MODERN SUPERCARS,Lamborghini,Gallardo LP 570-4 Spyder Performante,2012,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_553.jpg?v=1,797,958.0,AWD,280000,Season Event,7.1,6.8,6.7,6.3,6.6,5.1,315.3,1.0,3.9,7.8,562,3618
550,554,CULT CLASSICS,Peel,Trident,1965,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_554.jpg?v=1,100,769.0,RWD,250000,Season Event,1.3,3.0,1.0,2.5,2.6,5.5,66.2,0.55,,,4,353
551,555,CULT CLASSICS,Peel,P50,1962,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_555.jpg?v=1,100,757.0,RWD,250000,Season Event,1.2,3.0,1.0,2.3,3.9,4.5,61.1,0.56,,,4,311
552,556,RETRO SUPERCARS,Ferrari,575M Maranello,2002,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_556.jpg?v=1,747,945.0,RWD,250000,Season Event,7.5,5.6,5.6,5.7,4.4,4.9,330.4,1.05,4.183,9.581,508,3814
553,557,VINTAGE RACERS,Maserati,8CTF,1939,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_557.jpg?v=1,657,910.0,RWD,10000000,Season Event,6.7,3.9,3.8,3.2,2.9,4.0,287.4,0.87,4.465,9.928,360,1764
554,558,RETRO SPORTS CARS,Toyota,Celica Sport Specialty II,2003,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_558.jpg?v=1,557,960.0,FWD,250000,Season Event,5.5,4.8,3.8,3.0,3.0,5.2,237.9,0.89,6.834,18.219,187,2560
555,559,TRACK TOYS,Donkervoort,D8 GTO,2013,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_559.jpg?v=1,814,994.0,RWD,250000,Season Event,6.2,6.1,5.7,6.1,5.7,3.8,276.5,1.06,2.78,6.926,375,1532
556,560,PICK-UP & 4X4'S,Toyota,Land Cruiser Arctic Trucks AT37,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_560.jpg?v=1,404,880.0,AWD,250000,Season Event,4.1,3.8,2.5,2.2,2.7,9.5,177.9,0.84,13.135,47.501,161,4993
557,561,PICK-UP & 4X4'S,Toyota,Hilux Arctic Trucks AT38,2007,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_561.jpg?v=1,457,898.0,AWD,250000,Season Event,4.0,4.1,2.7,2.6,2.9,9.4,177.3,0.9,11.575,43.398,169,4740
558,562,TRACK TOYS,Jaguar,XKR-S,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_562.jpg?v=1,778,962.0,RWD,250000,Season Event,7.2,6.0,5.2,5.4,6.4,4.5,315.7,0.98,4.114,8.616,542,3977
559,563,RETRO SALOONS,Vauxhall,Lotus Carlton,1990,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_563.jpg?v=1,635,941.0,RWD,250000,Season Event,6.6,4.7,4.1,2.4,3.2,4.7,288.7,0.88,4.886,10.984,379,3642
560,564,CLASSIC MUSCLE,Ford,Mustang Mach 1,1971,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_564.jpg?v=1,546,935.0,RWD,250000,This info will be available soon,4.8,3.8,3.4,3.2,2.5,5.2,214.4,0.79,6.3,14.683,376,3710
561,565,HYPERCARS,Zenvo,ST1,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_565.jpg?v=1,883,976.0,RWD,1000000,This info will be available soon,8.7,6.8,6.1,6.6,7.2,4.1,382.1,1.15,2.987,5.3,1086,3721
562,566,MODERN SUPERCARS,Ford,GT 'OPI Edition',2017,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_566.jpg?v=1,900,999.0,RWD,400000,Other,8.6,7.9,6.7,4.2,9.2,4.5,378.0,1.25,2.886,5.474,690,3353
563,567,TRACK TOYS,Porsche,911 GT3 RS 4.0,2012,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_567.jpg?v=1,825,962.0,RWD,250000,Festival Playlist,7.3,8.0,7.6,7.1,7.4,4.3,325.4,1.24,3.6,8.0,493,2998
564,568,VANS AND UTILITY,Wuling,Sunshine S,2013,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_568.jpg?v=1,207,946.0,RWD,250000,Festival Playlist,3.1,4.5,1.5,1.9,2.6,6.2,137.3,0.79,16.018,,84,2789
565,569,HOT HATCH,MG,MG3,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_569.jpg?v=1,444,908.0,FWD,250000,Festival Playlist,4.0,5.0,2.8,2.2,3.4,5.4,180.2,0.9,10.4,37.511,105,2546
566,570,HYPERCARS,NIO,EP9,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_570.jpg?v=1,998,999.0,AWD,1500000,Festival Playlist,7.0,10.0,5.8,6.3,10.0,4.9,314.3,1.77,2.685,5.217,1341,3858
567,571,RETRO RALLY,Mazda,323 GT-R,1992,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_571.jpg?v=1,589,933.0,AWD,25000,Autoshow,5.2,5.2,5.0,2.9,3.2,5.6,232.9,0.88,6.7,17.2,207,2668
568,572,RETRO SPORTS CARS,MG,XPower SV-R,2005,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_572.jpg?v=1,694,970.0,RWD,50000,Autoshow,6.3,5.6,4.7,4.2,4.5,5.1,277.7,0.96,5.7,14.0,385,3395
569,573,MODERN SUPERCARS,Porsche,911 Sport Classic,2010,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_573.jpg?v=1,756,941.0,RWD,205000,Autoshow,7.0,6.3,6.2,5.9,6.2,5.2,308.0,1.0,4.4,9.682,408,3261
570,574,SUPER HOT HATCH,Volkswagen,Golf R,2021,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_574.jpg?v=1,668,915.0,AWD,65000,Autoshow,5.9,6.0,5.6,6.2,3.9,5.5,259.4,0.92,5.1,12.8,288,3300
571,575,EXTREME TRACK TOYS,KTM,X-Bow GT4,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_575.jpg?v=1,845,999.0,RWD,400000,Festival Playlist,5.4,9.2,5.4,2.8,10.0,4.4,244.1,1.73,3.9,8.2,326,2352
572,576,PICK-UP & 4X4'S,Toyota,4Runner TRD Pro,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_576.jpg?v=1,531,876.0,AWD,250000,Festival Playlist,5.1,3.7,3.3,2.3,3.2,8.9,224.0,0.82,7.615,21.03,270,4751
573,577,MODERN SUPERCARS,Noble,M600,2010,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_577.jpg?v=1,877,999.0,RWD,450000,Festival Playlist,8.5,8.0,7.4,7.8,6.4,4.6,379.2,1.19,3.3,6.8,650,2756
574,578,TRACK TOYS,Nissan,GT-R NISMO (R35),2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_578.jpg?v=1,846,969.0,AWD,250000,Festival Playlist,7.5,7.5,9.2,7.4,7.0,4.6,336.7,1.19,2.7,6.7,600,3867
575,579,SUPER HOT HATCH,Mini,Cooper S Forza Edition,1965,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_579.jpg?v=1,800,844.0,AWD,500000,Festival Playlist,5.6,6.9,7.9,9.2,5.0,4.6,241.6,1.21,10.5,65.0,235,1433
576,580,RETRO MUSCLE,Ford,Mustang SVO,1986,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_580.jpg?v=1,525,928.0,RWD,15000,Other,5.1,4.5,3.9,2.8,2.8,5.4,226.4,0.86,7.483,19.983,200,3027
577,581,PICK-UP & 4X4'S,Toyota,Tundra TRD Pro,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_581.jpg?v=1,562,858.0,AWD,60000,Other,5.4,3.6,4.0,3.1,3.2,9.0,232.2,0.82,6.365,18.104,381,5639
578,582,TRACK TOYS,Noble,M400,2006,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_582.jpg?v=1,829,999.0,RWD,100000,Other,6.9,7.8,6.4,5.3,6.6,4.5,304.2,1.09,3.5,8.0,428,2337
579,583,TRACK TOYS,Ferrari,#25 Corse Clienti 488 Challenge,2017,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_583.jpg?v=1,911,999.0,RWD,400000,Other,7.5,9.2,7.7,8.4,9.8,4.0,329.6,1.66,2.864,6.182,661,3203
580,584,MODERN SUPERCARS,McLaren,650S Spider,2014,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_584.jpg?v=1,856,,RWD,420000,Festival Playlist,7.4,7.0,6.8,4.8,8.0,4.6,331.2,1.13,2.787,5.785,641,3236
581,585,TRACK TOYS,Ford,Mustang Mach-E 1400,2021,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_585.jpg?v=1,900,,AWD,750000,Festival Playlist,5.6,6.9,7.3,8.1,8.4,4.2,256.7,1.13,2.7,4.7,1400,4960
582,586,MODERN SUPERCARS,Ascari,KZ1R,2012,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_586.jpg?v=1,829,,RWD,250000,Festival Playlist,7.9,7.3,5.9,5.2,5.9,4.9,349.2,1.16,3.7,8.182,520,2976
583,587,TRACK TOYS,McLaren,765LT Coupe,2021,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_587.jpg?v=1,913,999.0,RWD,400000,Festival Playlist,8.1,8.2,7.1,7.7,9.4,4.4,352.9,1.29,2.985,5.285,755,2952
584,588,MODERN SUPERCARS,ATS,GT,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_588.jpg?v=1,877,981.0,RWD,850000,Festival Playlist,8.0,6.8,7.0,7.6,7.4,4.7,355.2,1.16,2.926,5.627,720,2985
585,589,CLASSIC MUSCLE,Oldsmobile,Toronado,1966,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_589.jpg?v=1,403,920.0,FWD,35000,Other,5.5,3.7,2.7,1.8,2.0,5.8,238.7,0.74,8.217,20.017,385,4495
586,590,TRACK TOYS,McLaren,620R,2021,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_590.jpg?v=1,864,980.0,RWD,400000,Other,7.2,7.7,6.7,4.4,7.8,4.2,320.5,1.23,2.787,5.985,612,3131
587,591,SUPER HOT HATCH,Mini,John Cooper Works GP,2021,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_591.jpg?v=1,719,914.0,FWD,42000,Other,5.9,5.9,4.7,4.9,4.6,4.5,261.7,0.96,5.1,10.085,302,2855
588,592,MODERN SPORTS CARS,Porsche,911 Speedster,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_592.jpg?v=1,813,960.0,RWD,275000,Other,7.5,7.6,6.6,6.4,7.4,5.0,330.5,1.12,3.8,8.0,503,3395
589,593,HYPERCARS,Ferrari,SF90 Stradale,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_593.jpg?v=1,915,999.0,AWD,750000,This info will be available soon,8.8,8.1,9.8,10.0,8.0,4.6,392.6,1.25,2.312,5.015,986,3684
590,594,RARE CLASSICS,Ferrari,250 GT Berlinetta Lusso,1962,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_594.jpg?v=1,590,932.0,RWD,2600000,Festival Playlist,5.5,4.2,4.1,3.1,2.9,5.4,242.8,0.82,8.01,14.093,250,2249
591,595,SUPER GT,Ferrari,California T,2014,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_595.jpg?v=1,784,929.0,RWD,250000,Festival Playlist,7.2,6.1,5.7,6.1,6.2,4.5,319.4,0.98,3.48,7.8,554,3814
592,596,RETRO SUPERCARS,Ferrari,512 TR,1992,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_596.jpg?v=1,733,,RWD,270000,Festival Playlist,7.2,6.1,4.9,3.8,4.5,4.6,301.4,0.94,4.981,10.683,421,3691
593,597,MODERN SUPERCARS,Ferrari,F8 Tributo,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_597.jpg?v=1,891,999.0,RWD,300000,Festival Playlist,8.4,8.3,7.2,7.9,8.1,4.4,371.2,1.25,2.487,5.485,711,3232
594,598,VANS AND UTILITY,Ford,F-150 SVT Lightning,2003,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_598.jpg?v=1,585,950.0,RWD,20000,Other,5.3,4.5,4.2,3.0,3.4,6.1,234.1,0.86,5.186,12.785,380,4669
595,599,RALLY MONSTERS,Forsberg Racing,Nissan 'SafariZ' 370Z Safari Rally Tribute,2014,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_599.jpg?v=1,720,956.0,RWD,40000,Other,6.1,5.4,5.0,5.1,3.9,7.9,266.2,1.1,5.083,11.7,345,3139
596,600,PICK-UP & 4X4'S,Toyota,Tacoma TRD Pro,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_600.jpg?v=1,518,866.0,AWD,50000,Other,4.9,3.6,3.2,2.5,3.1,8.8,214.7,0.84,7.7,23.5,278,4425
597,601,MODERN MUSCLE,Dodge,Magnum SRT-8,2008,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_601.jpg?v=1,669,923.0,RWD,35000,Other,6.4,5.3,4.4,3.4,4.7,4.9,283.6,1.0,5.1,12.117,425,4378
598,602,GT CARS,BMW,M8 Competition Coupe,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_602.jpg?v=1,791,,AWD,175000,Other,7.7,6.3,8.6,9.7,6.3,5.3,337.8,0.97,2.5,6.3,617,4354
599,603,SUPER SALOONS,Audi,RS 3 Sedan,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_603.jpg?v=1,734,953.0,AWD,60000,Other,6.7,6.2,6.4,7.9,4.6,5.5,292.9,0.94,3.5,8.7,394,3594
600,604,SUPER SALOONS,Audi,RS 5 Coupe,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_604.jpg?v=1,750,954.0,AWD,95000,Other,7.1,6.0,7.2,9.8,4.8,5.2,312.7,0.96,3.5,8.8,444,3990
601,605,VANS AND UTILITY,Volkswagen,Pickup LX,1982,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_605.jpg?v=1,100,,FWD,20000,Other,2.7,3.6,1.6,2.4,2.5,6.4,122.6,0.76,23.0,0.0,52,2174
602,606,TRACK TOYS,Porsche,911 GT3,2021,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_606.jpg?v=1,858,,RWD,250000,Festival Playlist,7.4,8.4,7.5,6.1,8.2,4.7,,,,,503,3164
603,607,SUPER SALOONS,Audi,RS 4 Avant,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_607.jpg?v=1,751,,AWD,250000,Festival Playlist,7.2,6.2,7.1,9.4,4.9,5.1,317.2,0.95,3.93,9.131,444,3946
604,608,SUPER GT,Mercedes-AMG,GT S,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_608.jpg?v=1,797,,RWD,250000,Festival Playlist,7.0,6.7,6.2,6.6,7.0,4.8,310.4,1.1,3.586,8.384,503,3574
605,609,RODS AND CUSTOMS,Hot Wheels,2JetZ,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_609.jpg?v=1,854,988.0,RWD,250000,Wheelspin,6.7,5.9,6.9,7.6,5.4,3.9,296.1,1.23,3.583,6.117,639,1739
